55.3504371877,13.3638973707
55.3566569523,13.2350387753
55.3575265659,13.4225872186
55.392354664,13.3739057731
55.3931787571,13.5941615404
55.3998664913,12.9244154288
55.4056486998,13.0750657134
55.4063054178,12.8532762923
55.4108643709,13.0068518392
55.4259785143,13.5693093102
55.4312280886,13.9540140883
55.4317185933,13.7155039057
55.4386566077,13.3177316231
55.4399112131,14.1124113604
55.4495887957,14.0218759443
55.4522054806,13.7908923351
55.4534982566,13.2085194517
55.4560470182,13.9343166663
55.4575700277,14.1807639708
55.4688182112,13.1348670722
55.4720165963,13.5829338167
55.4727765071,13.0224270249
55.4750756044,14.2796004928
55.4764959242,13.8788642017
55.4814393441,13.5014781685
55.4895264389,12.9996244252
55.4909826998,13.112803953
55.4985675546,12.9526641582
55.5024685229,13.7983798019
55.5026628164,14.1569759703
55.5152308794,13.2267289995
55.5167813334,13.0004373026
55.5190509639,14.3434935254
55.5268542572,12.9955243854
55.5275395773,13.2489492825
55.5339396275,12.9221182057
55.5359866854,14.2348962648
55.536660719,14.325793654
55.5417355807,14.0437322989
55.5422712008,13.099506839
55.545070215,13.0770377139
55.5458904667,14.1831990692
55.5465348845,13.9552416441
55.5492545593,14.1180368044
55.55076191,14.3458217605
55.5539213535,13.276418365
55.5540659186,12.9134401715
55.5554808384,12.9652268679
55.5817095028,13.1792131725
55.5830025553,13.5969195037
55.5883816908,13.6692397859
55.5913196177,14.3070827773
55.5932010777,13.6404287632
55.593658083,13.2455607782
55.5993185468,14.049605764
55.6018044163,13.398342703
55.6103415896,13.918161049
55.6160093938,14.2804967736
55.6193973321,13.5072096114
55.6285800384,13.0957705698
55.6320581683,13.6557344564
55.634819443,13.4983747769
55.6352160223,13.703024582
55.6367644017,14.1294215792
55.6419336508,13.4068409525
55.6463997356,13.2573772802
55.6538291502,13.8907869384
55.6628591418,13.1177965016
55.6654925896,13.3482806113
55.6715902312,13.0794066266
55.6758467427,13.1422692568
55.678194185,13.4126689532
55.6838254911,14.2271559986
55.6856210822,14.1547166604
55.7023901515,13.7857162502
55.7172774514,13.3425826005
55.7185736253,13.5246446924
55.7207658652,13.0240669802
55.7218792361,13.6847044718
55.7246230075,14.103861348
55.7258168822,13.0735012407
55.7261699188,13.4593402511
55.7509939897,13.1949340282
55.7529927097,13.3594144211
55.7569103331,13.31672749
55.758271753,12.90999569
55.7591639853,12.9707565023
55.7667511981,13.0089124687
55.7724073974,12.9468531766
55.7749804771,13.087082777
55.7765228229,13.5128522014
55.783544302,13.2413067579
55.7886416005,13.2040495394
55.7928721731,13.1042763467
55.7983437835,12.9765079178
55.7996515009,13.4337346199
55.8206996734,13.0237260379
55.8278196241,12.9403717975
55.8320059254,14.0908687993
55.8365247307,13.0182462084
55.8382273812,12.9925836208
55.8426138079,13.9712715428
55.8520296692,13.6057505958
55.8528526809,12.9167114989
55.8529603241,13.6586641213
55.8529837878,13.4138358761
55.8591770585,14.1486918464
55.8630167223,13.1565833286
55.8667254291,13.0901597614
55.8796321413,13.0000556336
55.8811263363,14.2314417061
55.8853916174,12.9421430502
55.8862723738,14.0161231407
55.8996807976,14.0835799062
55.9009067145,13.3931367532
55.9040698052,13.5299486134
55.9095352462,13.1060762629
55.9119207865,13.4911064529
55.9124709892,13.6038487865
55.9146143827,13.574207465
55.9253136989,12.9554552323
55.9310644673,14.2922447453
55.9322982304,13.9816120742
55.932971293,12.8731051052
55.9330223027,13.8213495733
55.9364651839,13.5467192324
55.9395614798,14.1548188214
55.9439809919,12.8038538837
55.944837631,13.3681383455
55.9624641042,13.3315952012
55.963415741,12.8577044064
55.9677309273,12.7675813489
55.9854455033,14.2730490935
55.9880824906,12.8034199081
55.9911981872,14.1420824357
55.9943083952,14.0380268824
55.9987253651,13.6324733295
56.0004622194,12.9664693861
56.0012363233,13.0862260419
56.0016070353,13.2858096877
56.0052855185,14.7356602098
56.0084890207,14.2386672703
56.0086078176,12.8029273357
56.0130168835,14.7139168912
56.0138232251,14.2011968797
56.0199042784,13.5093193196
56.0315406943,12.8210899212
56.0320186456,14.206473919
56.0391270187,14.7663915034
56.0403592737,13.6774830636
56.0410673491,14.4689818349
56.0425265923,14.2746472189
56.0463815031,14.3326650055
56.0467294117,14.5700747893
56.0468187369,14.6748840934
56.0481110203,14.0892014676
56.0490740639,14.4192684767
56.0494289574,14.5593683077
56.0519109465,12.9991653174
56.0536887927,14.0180216427
56.0592426825,12.9728270082
56.0597549015,12.8793312661
56.0657961782,14.543259015
56.0697797618,14.6970252381
56.0732617834,14.4733614162
56.0739425723,14.2077003826
56.0764985806,14.0987446431
56.0774127458,13.2285694513
56.0827064558,12.9154417717
56.0882315982,14.6518116079
56.0929167292,12.6507763371
56.0948403063,13.1467689205
56.0974327913,14.2467598623
56.0996409812,13.9120410346
56.1006249028,12.8717210896
56.1034017311,14.1322030105
56.1036243915,12.9269607047
56.1046347845,12.7473026702
56.112747875,15.4760726126
56.1160332062,13.7450647043
56.1175182116,13.1498666631
56.1196799835,12.6112130295
56.1206168625,12.6932340192
56.1256181074,14.6716452193
56.1284629607,12.9417613192
56.1314479059,13.1389751525
56.1356420923,12.8151965749
56.1373775995,13.3865112871
56.1384387953,13.0490144239
56.1411920977,12.7864570356
56.1423406643,13.731638972
56.1432293415,13.5044146202
56.1516280801,12.5751824324
56.1589519577,13.6062895169
56.1594330545,14.0917729227
56.1612702228,12.8224748195
56.166638413,14.6805555373
56.1689072902,13.6983731144
56.1701890795,15.2776298974
56.1713235436,14.2862036177
56.1768196866,12.6827001522
56.1784171455,14.5099312737
56.1822287512,13.8234498141
56.1862438882,13.0795995716
56.1868339686,12.6331296765
56.1901663293,14.0801104995
56.1905321092,15.3961027283
56.1954241809,12.7739385907
56.1986309562,14.7492252845
56.2000665867,13.7409876038
56.2027832324,13.1331926699
56.205595969,14.2412560538
56.2060621729,14.7963947197
56.2064519583,14.1477331836
56.2080343394,14.9494343726
56.211491863,15.0126615437
56.2141640422,13.8431887142
56.216129242,12.7841404677
56.2271523296,12.9339111358
56.2272686892,15.4182110537
56.2272758434,14.6048643598
56.2304214916,12.6693825277
56.2324468727,15.1171103742
56.2352875239,13.5207166136
56.240628279,13.7128139524
56.2415938079,14.5388008917
56.2470313467,15.2881574705
56.2493639985,13.190110182
56.2570578488,14.0806564969
56.2646677415,14.7672560674
56.2650681849,12.9718771176
56.2690418156,12.5790199114
56.2699804737,14.2005699671
56.2837126881,14.5217022871
56.2843584703,12.4990394782
56.2863862481,13.2733244346
56.2877115585,13.9348061054
56.2896808773,12.8121255262
56.2953722445,13.7117698034
56.3052399566,14.0232893114
56.3073469571,14.1407495139
56.3076753347,12.7739606429
56.3110723386,15.464652912
56.3166835231,13.3558140463
56.3233534524,12.8947796463
56.3363511251,12.8875472331
56.3413239429,12.9291840526
56.3432540617,13.655763366
56.3463177244,15.153448636
56.3515822633,14.4844809633
56.3519055259,12.8135995489
56.3559221327,14.5876268599
56.3730562952,13.4592319098
56.3825978147,13.9982256184
56.3906456038,15.102140441
56.3910737383,12.774618394
56.3957742519,13.6472284482
56.3977464427,14.3193545597
56.4090822455,14.6561341625
56.4097785035,12.7370628636
